target_id	length	eff_length	est_counts	tpm
XM_014191171.2	2619	2570	0	0
XM_014191172.2	1680	1631	0	0
XM_014191173.2	4085	4036	0	0
XM_014191174.2	4046	3997	0	0
XM_014191175.2	4085	4036	0	0
XM_014191177.2	4032	3983	0	0
XM_014191178.2	4032	3983	0	0
XM_014191181.2	4328	4279	0	0
XM_014191188.2	4328	4279	0	0
XM_014191189.2	4274	4225	7.62831	0.350897
XM_014191191.2	6394	6345	17.492	0.535779
XM_014191194.2	1839	1790	0	0
XM_014191197.2	1835	1786	0	0
XM_014191201.2	3889	3840	2.8208	0.142764
XM_014191205.2	1861	1812	0	0
XM_014191216.2	1607	1558	106.021	13.2253
XM_014191222.2	2775	2726	23.3092	1.66181
XM_014191223.2	2697	2648	0	0
XM_014191225.2	4863	4814	2	0.0807425
XM_014191227.2	1858	1809	9	0.966902
XM_014191229.2	2021	1972	0	0
XM_014191231.2	2014	1965	0	0
XM_014191233.2	1973	1924	11.8374	1.19572
XM_014191234.2	2018	1969	0	0
XM_014191236.2	3834	3785	0	0
XM_014191239.2	5236	5187	10.0245	0.375601
XM_014191240.2	3633	3584	0	0
XM_014191242.2	3287	3238	8.65466e-06	5.19459e-07
XM_014191244.2	3254	3205	0.999991	0.0606382
XM_014191246.2	3993	3944	1	0.0492767
XM_014191256.2	5237	5188	0	0
XM_014191258.2	4878	4829	1.30804	0.0526432
XM_014191260.2	3602	3553	0	0
XM_014191262.2	2909	2860	0	0
XM_014191267.2	2050	2001	4.40239	0.427583
XM_014191275.2	2009	1960	13.5753	1.34609
XM_014191278.2	1354	1305	0	0
XM_014191279.2	4970	4921	53.4601	2.11133
XM_014191283.2	840	791	0	0
XM_014191290.2	2248	2199	0	0
XM_014191302.2	2928	2879	0.997733	0.0673521
XM_014191304.2	2919	2870	35.1909	2.38301
XM_014191307.2	2783	2734	60.9343	4.33153
XM_014191308.2	3040	2991	4	0.259909
XM_014191309.2	4360	4311	1	0.0450817
XM_014191310.2	1901	1852	23.9347	2.51169
XM_014191313.2	1897	1848	0	0
XM_014191314.2	3792	3743	0	0
XM_014191315.2	3246	3197	0	0
XM_014191316.2	3707	3658	0.0315657	0.00167707
XM_014191317.2	3687	3638	16.1734	0.864005
XM_014191319.2	3103	3054	0.000480627	3.05856e-05
XM_014191321.2	1567	1518	32.3256	4.1386
XM_014191322.2	3369	3320	5.37685	0.314752
XM_014191324.2	2032	1983	0	0
XM_014191325.1	1567	1518	0	0
XM_014191328.2	7192	7143	3.86959	0.105284
XM_014191330.2	7190	7141	5.32188	0.144839
XM_014191332.2	7191	7142	4.53795	0.123486
XM_014191334.2	7179	7130	0.00656882	0.000179051
XM_014191335.2	7127	7078	27.2368	0.747867
XM_014191338.2	6095	6046	7.06992	0.227261
XM_014191341.2	6707	6658	3.37515	0.0985207
XM_014191344.2	3218	3169	25.0639	1.53711
XM_014191347.2	3147	3098	1414.44	88.7322
XM_014191348.2	2060	2011	16.3086	1.5761
XM_014191350.2	2112	2063	0	0
XM_014191351.2	2065	2016	1.02736	0.0990398
XM_014191352.2	3103	3054	47.595	3.0288
XM_014191354.2	2937	2888	19.0008	1.27866
XM_014191356.2	3898	3849	3.15008e-07	1.59057e-08
XM_014191358.2	3838	3789	18.3334	0.940366
XM_014191359.2	2676	2627	5	0.369903
XM_014191360.2	5931	5882	0	0
XM_014191361.2	5829	5780	0	0
XM_014191366.2	4613	4564	2.14183e-06	9.12048e-08
XM_014191369.2	4622	4573	2.27589e-07	9.67227e-09
XM_014191370.2	4558	4509	2.10286	0.0906377
XM_014191372.2	4550	4501	15.8658	0.685064
XM_014191385.2	3901	3852	25.361	1.27956
XM_014191387.2	6310	6261	0.251414	0.00780413
XM_014191388.2	6304	6255	0.748586	0.0232591
XM_014191390.2	3898	3849	0	0
XM_014191391.2	3804	3755	0	0
XM_014191393.2	3826	3777	0	0
XM_014191395.2	3851	3802	0	0
XM_014191396.2	3736	3687	0	0
XM_014191397.2	3794	3745	0	0
XM_014191398.2	2872	2823	20.1666	1.38836
XM_014191408.2	2759	2710	0	0
XM_014191409.2	3172	3123	0	0
XM_014191415.2	3091	3042	5.28482	0.337637
XM_014191417.2	1410	1361	92.2833	13.1778
XM_014191429.2	4387	4338	147.229	6.59603
XM_014191430.2	3613	3564	0	0
XM_014191432.2	3412	3363	0.797645	0.0460958
XM_014191439.2	2845	2796	31.7971	2.21019
XM_014191449.2	1303	1254	0	0
XM_014191460.2	6012	5963	0	0
XM_014191461.2	6009	5960	0	0
XM_014191462.2	5949	5900	0	0
XM_014191466.2	921	872	0	0
XM_014191469.2	877	828	6.95797	1.63317
XM_014191470.2	887	838	8.11546e-06	1.88212e-06
XM_014191473.2	1038	989	0	0
XM_014191474.2	802	753	0	0
XM_014191476.2	789	740	0	0
XM_014191482.2	4907	4858	0	0
XM_014191483.2	4830	4781	0	0
XM_014191488.2	6566	6517	6.67839	0.19916
XM_014191490.2	6583	6534	0.344451	0.0102454
XM_014191494.2	6564	6515	9.4704	0.282509
XM_014191499.2	3196	3147	0	0
XM_014191500.2	3893	3844	0	0
XM_014191502.2	3743	3694	0	0
XM_014191504.2	3299	3250	0	0
XM_014191505.2	1948	1899	0	0
XM_014191508.2	1945	1896	0	0
XM_014191509.2	1879	1830	35	3.71702
XM_014191511.2	1898	1849	1.03335	0.108615
XM_014191512.2	4465	4416	0	0
XM_014191513.2	1598	1549	27	3.38759
XM_014191517.2	1524	1475	0	0
XM_014191521.2	2471	2422	17.3974	1.39601
XM_014191525.2	2484	2435	0.0393398	0.00313987
XM_014191531.2	3097	3048	4	0.255049
XM_014191536.2	1573	1524	2.24927	0.286837
XM_014191538.2	2804	2755	7	0.493804
XM_014191540.2	2186	2137	19.9986	1.81875
XM_014191543.2	2360	2311	0	0
XM_014191544.2	2204	2155	0.00143069	0.000129026
XM_014191548.2	4736	4687	9	0.373187
XM_014191551.2	1069	1020	0	0
XM_014191556.2	4636	4587	0	0
XM_014191562.2	4605	4556	0	0
XM_014191563.2	2887	2838	0	0
XM_014191567.2	2881	2832	39.9687	2.74287
XM_014191569.2	561	512	0	0
XM_014191576.2	3459	3410	34.9007	1.98911
XM_014191583.2	658	609	27.1799	8.67379
XM_014191586.2	4599	4550	20.7122	0.884693
XM_014191588.2	7140	7091	316.821	8.68329
XM_014191589.2	3620	3571	48.2597	2.62648
XM_014191594.2	5662	5613	0	0
XM_014191600.2	5821	5772	0	0
XM_014191603.2	2222	2173	6.87788	0.615139
XM_014191606.2	1876	1827	0	0
XM_014191608.2	2633	2584	12.9039	0.970527
XM_014191609.2	9178	9129	0	0
XM_014191610.2	8914	8865	69.8855	1.5321
XM_014191614.2	9121	9072	0	0
XM_014191616.2	9082	9033	0	0
XM_014191618.2	4296	4247	1.57404	0.0720299
XM_014191619.1	501	452	0	0
XM_014191620.2	4289	4240	10.2869	0.471517
XM_014191622.2	3577	3528	5.15072	0.283738
XM_014191624.2	3574	3525	13.5615	0.747699
XM_014191627.2	2922	2873	16	1.08234
XM_014191629.2	1761	1712	0.837432	0.0950658
XM_014191630.2	1758	1709	6.16257	0.700806
XM_014191632.2	2268	2219	0	0
XM_014191634.2	4138	4089	8.65779	0.411498
XM_014191635.2	4136	4087	15.1078	0.718414
XM_014191637.2	4114	4065	27.2329	1.302
XM_014191642.2	4114	4065	4.96624e-07	2.37435e-08
XM_014191643.2	4087	4038	3.40263e-06	1.63767e-07
XM_014191645.2	4116	4067	2.83743e-07	1.3559e-08
XM_014191648.2	1986	1937	15.7056	1.57581
XM_014191657.2	6932	6883	0	0
XM_014191671.2	6464	6415	3	0.0908873
XM_014191674.2	3474	3425	0	0
XM_014191676.2	3471	3422	0	0
XM_014191677.2	3411	3362	0.967069	0.0559034
XM_014191679.2	3514	3465	0	0
XM_014191681.2	3421	3372	0.0329307	0.00189798
XM_014191683.2	2587	2538	42.0467	3.21973
XM_014191684.2	2030	1981	0	0
XM_014191685.2	1944	1895	1	0.102558
XM_014191687.2	3510	3461	8.82907	0.495783
XM_014191690.2	2446	2397	15.0731	1.22212
XM_014191691.2	1605	1556	22.8766	2.85733
XM_014191692.2	4342	4293	131.267	5.94257
XM_014191693.2	3262	3213	37.5103	2.26891
XM_014191694.2	2809	2760	0	0
XM_014191695.2	2754	2705	8.87952	0.63797
XM_014191697.2	1962	1913	3.20417	0.325521
XM_014191698.2	1940	1891	12.3456	1.26882
XM_014191699.2	16555	16506	1.52074e-05	1.79057e-07
XM_014191701.2	5284	5235	3.41608	0.126821
XM_014191704.2	2156	2107	19.7385	1.82066
XM_014191705.2	2510	2461	0	0
XM_014191706.2	16421	16372	0.16244	0.00192828
XM_014191707.2	1939	1890	25.4284	2.61478
XM_014191709.2	2264	2215	0	0
XM_014191710.2	1904	1855	2.22508	0.23312
XM_014191712.2	2245	2196	18.8784	1.67075
XM_014191713.2	1857	1808	7.23091	0.777272
XM_014191714.2	16552	16503	1.8702e-05	2.20244e-07
XM_014191715.2	2209	2160	4.22843	0.380455
XM_014191716.2	3733	3684	0	0
XM_014191717.2	3475	3426	26.7091	1.51513
XM_014191718.2	3730	3681	0	0
XM_014191719.2	1513	1464	9	1.19476
XM_014191720.2	3322	3273	11	0.653168
XM_014191721.2	16549	16500	2.30007e-05	2.70916e-07
XM_014191722.2	3606	3557	0	0
XM_014191723.2	3584	3535	0	0
XM_014191724.2	3493	3444	0	0
XM_014191725.2	994	945	9.44506	1.94246
XM_014191726.2	952	903	15.5549	3.3478
XM_014191727.2	4048	3999	3.99862	0.194329
XM_014191728.2	16549	16500	1.18257e-07	1.3929e-09
XM_014191729.2	1888	1839	46.6532	4.93035
XM_014191731.2	4591	4542	2.72886	0.116765
XM_014191733.2	4588	4539	5.78798	0.247825
XM_014191734.2	4914	4865	0.0539811	0.00215644
XM_014191735.2	4893	4844	7.41675	0.297569
XM_014191736.2	16549	16500	0	0
XM_014191737.2	4893	4844	7.41675	0.297569
XM_014191741.2	4987	4938	7.8854	0.310349
XM_014191742.2	2846	2797	13.014	0.904268
XM_014191743.2	2478	2429	29.7673	2.38172
XM_014191745.2	16543	16494	3.4793e-05	4.09963e-07
XM_014191746.2	2319	2270	0.131252	0.0112372
XM_014191747.2	3906	3857	4.23292	0.213289
XM_014191748.2	3570	3521	7.19662	0.397229
XM_014191749.2	3567	3518	18.9847	1.04879
XM_014191752.2	1900	1851	0	0
XM_014191753.2	1824	1775	7.68353	0.841281
XM_014191754.2	16504	16455	0.000514605	6.07791e-06
XM_014191755.2	619	570	18.5599	6.32817
XM_014191757.1	2737	2688	0	0
XM_014191758.2	2570	2521	0	0
XM_014191759.2	2308	2259	2.2036	0.189581
XM_014191761.2	4096	4047	0.00148057	7.11007e-05
XM_014191762.2	4082	4033	0.0764009	0.0036817
XM_014191763.2	4082	4033	0.0764009	0.0036817
XM_014191764.2	16501	16452	0.000633268	7.48078e-06
XM_014191765.2	4067	4018	5.30533	0.256614
XM_014191766.2	5273	5224	19.4925	0.725176
XM_014191767.2	5005	4956	80.4903	3.15639
XM_014191768.2	5682	5633	13.9657	0.481837
XM_014191769.2	4452	4403	87.9871	3.88373
XM_014191770.2	4875	4826	9.72022	0.391442
XM_014191771.2	4448	4399	7.03803e-07	3.10939e-08
XM_014191772.2	4363	4314	31.1936	1.40528
XM_014191773.2	16471	16422	0.0050539	5.98107e-05
XM_014191774.2	5722	5673	0	0
XM_014191775.2	5719	5670	12.2968	0.42149
XM_014191777.2	5665	5616	0	0
XM_014191778.2	5641	5592	0	0
XM_014191779.2	5584	5535	0	0
XM_014191780.2	3142	3093	0	0
XM_014191781.2	3090	3041	0	0
XM_014191782.2	9018	8969	23.9	0.517883
XM_014191783.2	16462	16413	0	0
XM_014191784.2	6976	6927	0	0
XM_014191786.2	6488	6439	58.7048	1.77188
XM_014191787.2	2167	2118	101.338	9.29876
XM_014191788.2	2249	2200	47.3231	4.18051
XM_014191789.2	2420	2371	0	0
XM_014191790.2	1359	1310	13	1.92864
XM_014191791.2	16390	16341	1.40407	0.0166989
XM_014191798.2	1878	1829	9.44073	1.00316
XM_014191799.2	16366	16317	3.41284e-08	4.06493e-10
XM_014191800.2	1739	1690	0.412545	0.047442
XM_014191801.2	1737	1688	1.58746	0.182771
XM_014191802.2	3220	3171	3.35364	0.205541
XM_014191804.2	1727	1678	1	0.115821
XM_014191805.2	1765	1716	0	0
XM_014191806.2	741	692	0	0
XM_014191807.2	16336	16287	60.7157	0.7245
XM_014191808.2	772	723	0	0
XM_014191809.2	2684	2635	0	0
XM_014191811.2	1354	1305	0	0
XM_014191813.2	1571	1522	0	0
XM_014191814.2	16264	16215	4.28844e-05	5.13998e-07
XM_014191815.1	1086	1037	0	0
XM_014191816.1	1058	1009	52	10.0159
XM_014191817.2	16216	16167	0.00125167	1.50467e-05
XM_014191818.2	1349	1300	0	0
XM_014191819.2	1136	1087	0	0
XM_014191820.2	1858	1809	18.4877	1.9862
XM_014191821.2	16210	16161	0.00190962	2.29645e-05
XM_014191829.2	2495	2446	4.5128	0.358565
XM_014191831.1	381	332	0	0
XM_014191832.2	1170	1121	0	0
XM_014191834.2	2648	2599	0	0
XM_014191835.2	9650	9601	0	0
XM_014191836.2	9647	9598	0	0
XM_014191837.2	9904	9855	0	0
XM_014191838.2	9635	9586	0	0
XM_014191839.2	10078	10029	0	0
XM_014191840.2	9614	9565	0	0
XM_014191841.2	9590	9541	0	0
XM_014191842.2	9671	9622	0	0
XM_014191843.2	9557	9508	0	0
XM_014191845.2	9557	9508	0	0
XM_014191846.2	9554	9505	0	0
XM_014191847.2	9479	9430	6.56228	0.135245
XM_014191848.2	10141	10092	0	0
XM_014191849.2	10136	10087	0	0
XM_014191850.2	10080	10031	0	0
XM_014191851.2	10083	10034	0	0
XM_014191852.2	8138	8089	9.04304e-07	2.17269e-08
XM_014191853.2	8042	7993	0.719233	0.0174879
XM_014191855.2	3209	3160	6.96843	0.428575
XM_014191859.2	8837	8788	1	0.0221151
XM_014191860.2	3093	3044	0	0
XM_014191861.2	3020	2971	0	0
XM_014191862.2	2855	2806	1	0.0692613
XM_014191863.1	3306	3257	0	0
XM_014191864.2	979	930	71.3609	14.9127
XM_014191865.2	953	904	9.36682	2.01373
XM_014191866.2	3666	3617	0	0
XM_014191867.2	3195	3146	18.9508	1.1707
XM_014191868.2	3143	3094	0.00272714	0.000171303
XM_014191869.2	3821	3772	0	0
XM_014191870.2	3839	3790	0	0
XM_014191871.2	3644	3595	0	0
XM_014191872.2	4474	4425	3.98649	0.175088
XM_014191873.2	1108	1059	0	0
XM_014191874.2	3364	3315	4.94414	0.289858
XM_014191876.2	2110	2061	7.06938	0.666625
XM_014191877.2	923	874	0	0
XM_014191878.2	672	623	37.031	11.552
XM_014191879.2	673	624	5.96898	1.85906
XM_014191880.2	6580	6531	0	0
XM_014191881.2	2086	2037	0	0
XM_014191882.2	6040	5991	0	0
XM_014191883.2	6019	5970	0	0
XM_014191884.2	3027	2978	1.95023e-06	1.27274e-07
XM_014191886.2	2991	2942	2	0.132119
XM_014191888.2	2654	2605	0.000483316	3.6058e-05
XM_014191889.2	3500	3451	0	0
XM_014191891.2	3608	3559	0	0
XM_014191892.2	3471	3422	0	0
XM_014191893.2	3499	3450	0	0
XM_014191894.2	3496	3447	0	0
XM_014191895.2	3139	3090	0	0
XM_014191896.2	2725	2676	0	0
XM_014191898.2	2630	2581	18.1416	1.36605
XM_014191899.2	3731	3682	1	0.0527831
XM_014191900.2	7593	7544	73.9412	1.90486
XM_014191901.2	4166	4117	20.5329	0.969276
XM_014191903.2	3614	3565	0	0
XM_014191904.2	3524	3475	22.0428	1.23279
XM_014191911.2	2417	2368	26	2.13388
XM_014191912.2	3309	3260	0	0
XM_014191913.2	3150	3101	11.5259	0.722355
XM_014191914.2	4857	4808	14.649	0.592136
XM_014191915.2	4917	4868	0	0
XM_014191916.2	4807	4758	0	0
XM_014191917.2	4779	4730	0	0
XM_014191918.2	5247	5198	0	0
XM_014191919.2	5244	5195	0	0
XM_014191920.2	6531	6482	28.0192	0.84009
XM_014191921.2	1598	1549	71	8.9081
XM_014191922.2	2732	2683	1	0.0724365
XM_014191924.2	8475	8426	0	0
XM_014191925.2	8436	8387	0	0
XM_014191927.2	6316	6267	0	0
XM_014191928.2	8485	8436	0	0
XM_014191929.2	6330	6281	0	0
XM_014191930.2	6337	6288	0	0
XM_014191931.2	6324	6275	0	0
XM_014191932.2	3768	3719	6.44431	0.336766
XM_014191933.2	8472	8423	0	0
XM_014191934.2	8268	8219	54.3345	1.2848
XM_014191935.1	3894	3845	6.84348	0.345907
XM_014191937.2	2513	2464	0	0
XM_014191938.2	5286	5237	0.47867	0.0177637
XM_014191939.2	5271	5222	12.5213	0.466006
XM_014191940.2	2099	2050	0	0
XM_014191945.2	5326	5277	0	0
XM_014191949.2	955	906	0	0
XM_014191950.2	1342	1293	0	0
XM_014191951.2	4465	4416	3.16048e-06	1.39092e-07
XM_014191952.2	1328	1279	3.00875	0.457187
XM_014191956.1	2013	1964	0	0
XM_014191957.2	4405	4356	18.2319	0.813434
XM_014191962.2	5255	5206	6.00355	0.224121
XM_014191964.2	5369	5320	5.65087	0.206435
XM_014191965.2	5070	5021	20.6512	0.799345
XM_014191968.2	8389	8340	2.98552e-07	6.95717e-09
XM_014191969.2	8264	8215	8.68108	0.205373
XM_014191972.2	2131	2082	0	0
XM_014191975.2	980	931	0	0
XM_014191976.1	902	853	0	0
XM_014191977.2	895	846	0	0
XM_014191978.2	899	850	0	0
XM_014191981.2	2899	2850	1.32161	0.0901233
XM_014191985.2	4723	4674	1	0.0415805
XM_014191987.2	1315	1266	0	0
XM_014191988.2	1980	1931	5.84617	0.588393
XM_014191990.2	3102	3053	0	0
XM_014191991.2	3527	3478	18.2094	1.01752
XM_014191992.2	3033	2984	0	0
XM_014191993.2	3458	3409	0	0
XM_014191994.2	3336	3287	43.4733	2.57041
XM_014191995.2	1267	1218	8	1.2765
XM_014191996.2	3904	3855	0	0
XM_014191997.2	1603	1554	1.57492e-07	1.96964e-08
XM_014191998.2	1576	1527	72.3917	9.21357
XM_014191999.2	1582	1533	40.7911	5.17132
XM_014192000.2	1567	1518	0.00713375	0.000913323
XM_014192002.2	1555	1506	59.6727	7.70068
XM_014192003.2	734	685	33.4358	9.48637
XM_014192004.2	1321	1272	0	0
XM_014192005.2	4367	4318	12.8155	0.576807
XM_014192006.2	3894	3845	0.546236	0.0276098
XM_014192007.2	3891	3842	1.32783	0.0671684
XM_014192008.2	3885	3836	7.86276	0.398359
XM_014192009.2	5093	5044	2.12189	0.0817572
XM_014192012.2	8068	8019	0	0
XM_014192013.2	8059	8010	0	0
XM_014192014.2	8044	7995	0	0
XM_014192018.2	7783	7734	0	0
XM_014192019.2	6613	6564	0	0
XM_014192021.2	3712	3663	12.4764	0.66196
XM_014192022.2	4375	4326	10	0.449254
XM_014192023.2	1414	1365	1	0.142379
XM_014192025.2	2295	2246	19.685	1.70335
XM_014192026.2	2235	2186	42.8723	3.81158
XM_014192030.2	3453	3404	0	0
XM_014192031.2	3410	3361	0	0
XM_014192032.2	3450	3401	0	0
XM_014192034.2	3136	3087	1.26326e-05	7.95304e-07
XM_014192035.2	3097	3048	24.2744	1.54779
XM_014192036.2	5029	4980	0	0
XM_014192037.2	4931	4882	3.83038e-08	1.52483e-09
XM_014192038.2	4850	4801	7.1126	0.287922
XM_014192039.2	4885	4836	0.00182856	7.34855e-05
XM_014192040.2	6556	6507	7.96546e-06	2.37908e-07
XM_014192041.2	6489	6440	1.03861	0.0313433
XM_014192043.2	3316	3267	14	0.832832
XM_014192044.2	2255	2206	4.60914e-06	4.06062e-07
XM_014192045.2	2238	2189	0.030691	0.00272486
XM_014192046.2	2225	2176	26.9693	2.40874
XM_014192050.2	5007	4958	0	0
XM_014192051.2	1297	1248	0	0
XM_014192053.2	1281	1232	0	0
XM_014192054.2	1265	1216	9	1.43843
XM_014192055.2	4895	4846	5	0.200523
XM_014192056.2	2875	2826	9.99273	0.687211
XM_014192057.2	3091	3042	0	0
XM_014192058.2	3448	3399	0	0
XM_014192059.2	3343	3294	0	0
XM_014192060.2	3453	3404	0	0
XM_014192061.2	3159	3110	9.0829	0.5676
XM_014192062.2	2441	2392	2.23236	0.181377
XM_014192063.2	2662	2613	1	0.0743771
XM_014192064.2	1897	1848	1	0.105166
XM_014192065.2	7919	7870	14.9416	0.368978
XM_014192066.2	7538	7489	13.5469	0.351557
XM_014192067.2	4121	4072	0	0
XM_014192068.2	3080	3031	25.6168	1.64255
XM_014192069.2	2954	2905	65.8117	4.40287
XM_014192070.2	6377	6328	2.94254e-06	9.0372e-08
XM_014192071.2	6254	6205	0	0
XM_014192073.2	6142	6093	0	0
XM_014192074.2	6058	6009	0	0
XM_014192076.2	6356	6307	0	0
XM_014192077.2	6341	6292	0.00194271	6.00065e-05
XM_014192078.2	6324	6275	0	0
XM_014192079.2	6321	6272	6.70131e-08	2.0765e-09
XM_014192080.2	6317	6268	0.150376	0.00466258
XM_014192081.2	6289	6240	1.36614e-08	4.25491e-10
XM_014192082.2	6282	6233	88.0309	2.74484
XM_014192083.2	6264	6215	1.31689e-06	4.11801e-08
XM_014192084.2	6229	6180	0.000814095	2.56015e-05
XM_014192085.2	6208	6159	0.00113571	3.58374e-05
XM_014192086.2	1750	1701	4	0.457019
XM_014192087.2	2631	2582	169.479	12.7567
XM_014192088.2	5677	5628	0.0164012	0.000566368
XM_014192089.2	5639	5590	36.5755	1.27162
XM_014192090.2	6039	5990	2.98751e-06	9.69305e-08
XM_014192091.2	6015	5966	0.000288068	9.38405e-06
XM_014192092.2	5958	5909	15.9997	0.526231
XM_014192093.2	5828	5779	0	0
XM_014192094.2	5747	5698	0	0
XM_014192095.2	2792	2743	0	0
XM_014192096.2	5393	5344	0	0
XM_014192098.2	2799	2750	59	4.16963
XM_014192100.2	4130	4081	0.200081	0.00952836
XM_014192101.2	4117	4068	7.55225	0.360806
XM_014192102.2	1708	1659	1	0.117147
XM_014192103.2	831	782	0	0
XM_014192104.2	2120	2071	0	0
XM_014192112.2	1594	1545	0	0
XM_014192113.2	1600	1551	0	0
XM_014192114.2	5335	5286	0	0
XM_014192115.2	5222	5173	0	0
XM_014192117.2	5332	5283	0	0
XM_014192118.2	4726	4677	0	0
XM_014192119.1	3138	3089	0	0
XM_014192120.2	2698	2649	16.584	1.21671
XM_014192121.2	3902	3853	2.09182	0.105512
XM_014192122.2	5766	5717	0.0070711	0.000240379
XM_014192123.2	5672	5623	0	0
XM_014192124.2	5731	5682	7.66462	0.262161
XM_014192125.2	5275	5226	0	0
XM_014192126.2	5269	5220	0	0
XM_014192127.2	8133	8084	4.624e-08	1.11166e-09
XM_014192128.2	8153	8104	0	0
XM_014192129.2	8130	8081	7.05442e-08	1.69658e-09
XM_014192130.2	7989	7940	35.3201	0.864528
XM_014192131.2	4842	4793	3.09322	0.125424
XM_014192133.2	1459	1410	18.7435	2.58351
XM_014192134.2	1945	1896	0	0
XM_014192135.2	1844	1795	16.3873	1.77428
XM_014192136.2	1484	1435	3.73445	0.50577
XM_014192137.2	2316	2267	1.14287	0.0979773
XM_014192138.2	6196	6147	0	0
XM_014192140.2	3505	3456	2	0.112469
XM_014192141.2	6685	6636	0	0
XM_014192142.2	3477	3428	0.00530568	0.000300801
XM_014192143.2	3451	3402	30.7286	1.75544
XM_014192144.2	2242	2193	0	0
XM_014192145.2	1676	1627	58	6.92817
XM_014192147.2	4456	4407	1.41814	0.0625393
XM_014192148.2	2591	2542	4.31964	0.330256
XM_014192149.2	2555	2506	6.11188	0.473993
XM_014192150.2	6803	6754	0	0
XM_014192151.2	2552	2503	23.8881	1.85481
XM_014192152.2	1425	1376	0	0
XM_014192153.2	1314	1265	3.98838	0.612752
XM_014192154.2	4605	4556	27.8047	1.18608
XM_014192155.2	2784	2735	0	0
XM_014192157.2	6662	6613	0	0
XM_014192158.2	1656	1607	0	0
XM_014192160.2	6340	6291	74.594	2.30443
XM_014192162.2	2335	2286	0	0
XM_014192163.2	2329	2280	11.6914	0.996577
XM_014192164.2	2311	2262	31.3301	2.69183
XM_014192165.2	2931	2882	31.7864	2.14351
XM_014192166.2	2659	2610	2.33483	0.173857
XM_014192167.2	2714	2665	0	0
XM_014192168.2	1899	1850	0	0
XM_014192169.2	1847	1798	37.305	4.03232
XM_014192170.2	4456	4407	5.10445	0.225105
XM_014192171.2	1369	1320	57.2188	8.42449
XM_014192172.2	1434	1385	0	0
XM_014192173.2	1572	1523	0	0
XM_014192174.2	1704	1655	66.4591	7.80432
XM_014192188.2	6398	6349	4.27848	0.130967
XM_014192193.2	2399	2350	0	0
XM_014192195.2	2394	2345	0	0
XM_014192196.2	2467	2418	8.1005	0.65108
XM_014192199.2	1993	1944	5.17478	0.517337
XM_014192201.2	1242	1193	26.7725	4.36142
XM_014192202.2	1235	1186	0	0
XM_014192203.2	1414	1365	5.22746	0.74428
XM_014192204.2	938	889	1.32461	0.289577
XM_014192205.2	924	875	0	0
XM_014192206.2	1561	1512	0	0
XM_014192208.2	1527	1478	26.5724	3.4941
XM_014192220.2	6732	6683	8.90214	0.258882
XM_014192229.2	2407	2358	84.6038	6.97307
XM_014192230.2	1496	1447	4.18859	0.562571
XM_014192231.2	1169	1120	60.664	10.5267
XM_014192232.2	1978	1929	17.8919	1.80261
XM_014192233.2	730	681	3	0.856155
XM_014192234.2	1617	1568	0	0
XM_014192237.2	1294	1245	12.8602	2.0075
XM_014192238.2	1525	1476	0	0
XM_014192240.2	6019	5970	0	0
XM_014192241.2	5639	5590	25.2777	0.878828
XM_014192242.2	7717	7668	0	0
XM_014192244.2	2673	2624	127.666	9.45564
XM_014192245.2	6113	6064	0	0
XM_014192246.2	6100	6051	0	0
XM_014192247.2	6052	6003	1.05671e-05	3.42111e-07
XM_014192248.2	1776	1727	26.3686	2.96738
XM_014192249.2	6040	5991	0.000103016	3.34184e-06
XM_014192250.2	5980	5931	9.71751	0.318424
XM_014192251.2	5968	5919	97.3916	3.1978
XM_014192252.2	2345	2296	1	0.084646
XM_014192254.2	1568	1519	0.00346449	0.000443261
XM_014192255.2	1559	1510	2.99654	0.385674
XM_014192256.2	1602	1553	0	0
XM_014192257.2	2579	2530	0	0
XM_014192258.2	2591	2542	0	0
XM_014192259.2	2904	2855	45.4041	3.09077
XM_014192261.2	4519	4470	7.80446	0.339323
XM_014192262.2	4414	4365	0	0
XM_014192263.2	3979	3930	0	0
XM_014192264.2	3889	3840	4.99441	0.252774
XM_014192265.2	1396	1347	9.43342	1.36107
XM_014192266.2	3098	3049	0	0
XM_014192267.2	2776	2727	0	0
XM_014192268.2	2882	2833	0	0
XM_014192269.2	2671	2622	0	0
XM_014192270.2	3212	3163	1	0.061444
XM_014192271.2	1775	1726	54	6.08039
XM_014192274.2	1732	1683	0.555607	0.0641597
XM_014192275.2	1776	1727	44.808	5.04245
XM_014192277.2	3065	3016	10.4106	0.670845
XM_014192278.2	2463	2414	1.73616	0.139776
XM_014192279.2	2467	2418	0.263836	0.0212059
XM_014192281.2	2046	1997	0	0
XM_014192282.2	1748	1699	17	1.94462
XM_014192283.2	5240	5191	93.9232	3.51641
XM_014192284.2	1881	1832	2.6232	0.278281
XM_014192286.2	2454	2405	1.4352e-05	1.15978e-06
XM_014192288.2	2156	2107	39.3014	3.62512
XM_014192289.2	2426	2377	8.80369	0.719803
XM_014192290.2	1156	1107	42	7.37361
XM_014192291.2	1270	1221	13.0241	2.07305
XM_014192292.2	1159	1110	46.0389	8.06084
XM_014192293.2	2044	1995	47.6561	4.64252
XM_014192294.2	2415	2366	0	0
XM_014192295.2	1060	1011	1	0.192233
XM_014192299.2	2524	2475	53.2417	4.18076
XM_014192300.2	2551	2502	0.000231143	1.79544e-05
