"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"SeqID.x"	"pident.x"	"length.x"	"mismatch.x"	"gapopen.x"	"qstart.x"	"qend.x"	"sstart.x"	"send.x"	"evalue.x"	"bitscore.x"	"NA."	"NA.1"	"SeqID.y"	"pident.y"	"length.y"	"mismatch.y"	"gapopen.y"	"qstart.y"	"qend.y"	"sstart.y"	"send.y"	"evalue.y"	"bitscore.y"	"NA"	"NA"
"832"	"g17254.t1"	8.88604074727557	-4.37748512888362	1.29706198988204	-3.3749236066055	0.000738361840213678	0.0130944089731255	"sp"	"Q80U30"	"CL16A_MOUSE"	54	800	285	17	1	2238	1	771	0	768	"sp"	"Q80U30"	"CL16A_MOUSE"	54	800	285	17	1	2238	1	771	0	768
"833"	"g17258.t1"	22.3509463273421	-8.65165225145534	1.55631938885705	-5.55904675698286	2.71252029830393e-08	2.36714395141098e-06	"sp"	"O35717"	"SOCS2_MOUSE"	40.741	189	85	3	166	732	35	196	3.29e-35	127	"sp"	"O35717"	"SOCS2_MOUSE"	40.741	189	85	3	166	732	35	196	3.29e-35	127
"834"	"g17367.t1"	17.1975537731553	-3.94032645452715	1.23485642259225	-3.19091870312785	0.00141821180217541	0.0211150655817129	"sp"	"Q6PJ21"	"SPSB3_HUMAN"	53.409	176	79	2	532	1059	145	317	8.42e-57	193	"sp"	"Q6PJ21"	"SPSB3_HUMAN"	53.409	176	79	2	532	1059	145	317	8.42e-57	193
"835"	"g17537.t1"	54.4401658052714	-6.46448508928121	1.02395185016492	-6.31327057833822	2.73199217236114e-10	3.7045813857217e-08	"sp"	"F1NV61"	"CASP7_CHICK"	39.564	321	180	3	61	1023	3	309	4.24e-79	247	"sp"	"F1NV61"	"CASP7_CHICK"	39.564	321	180	3	61	1023	3	309	4.24e-79	247
"836"	"g17615.t1"	28.5524032448109	-3.39427610283593	0.747979260275611	-4.53792809921659	5.68096217622084e-06	0.000245450983437306	"sp"	"Q06805"	"TIE1_BOVIN"	35.51	245	142	7	787	1506	112	345	4.48e-40	159	"sp"	"Q06805"	"TIE1_BOVIN"	35.51	245	142	7	787	1506	112	345	4.48e-40	159
"837"	"g1781.t1"	689.800907871702	1.80735351948606	0.460183123605702	3.92746588646014	8.58455924477854e-05	0.00232813246718394	"sp"	"P26932"	"CNN1_CHICK"	47.568	185	96	1	7	561	7	190	1.4e-55	180	"sp"	"P26932"	"CNN1_CHICK"	47.568	185	96	1	7	561	7	190	1.4e-55	180
"838"	"g17823.t1"	5.39933880720444	5.17099459462389	1.71381746351206	3.01723766078749	0.00255089731290577	0.0320279329287058	"sp"	"Q3U3W5"	"ANM9_MOUSE"	34.055	878	487	21	97	2658	36	845	5.33e-142	445	"sp"	"Q3U3W5"	"ANM9_MOUSE"	34.055	878	487	21	97	2658	36	845	5.33e-142	445
"839"	"g17844.t1"	71.8003025172133	-2.26654904016425	0.492708699680238	-4.6001806780258	4.22124646914185e-06	0.000188971416066464	"sp"	"Q94738"	"HSP97_MESFR"	58.286	887	345	8	1	2589	1	886	0	941	"sp"	"Q94738"	"HSP97_MESFR"	58.286	887	345	8	1	2589	1	886	0	941
"840"	"g17943.t1"	12.2145402361593	-4.30650860161088	1.41959208984128	-3.03362397721755	0.00241635403127835	0.030644236592356	"sp"	"A7Y2W8"	"SC6A9_XENLA"	51.795	585	264	5	19	1731	5	585	0	595	"sp"	"A7Y2W8"	"SC6A9_XENLA"	51.795	585	264	5	19	1731	5	585	0	595
"841"	"g18247.t1"	17.2797489603796	-3.36349181809208	0.752476591916543	-4.46989561432779	7.82577815177899e-06	0.000314960769998995	"sp"	"Q9C0D6"	"FHDC1_HUMAN"	39.348	399	229	4	916	2097	94	484	3.28e-76	276	"sp"	"Q9C0D6"	"FHDC1_HUMAN"	39.348	399	229	4	916	2097	94	484	3.28e-76	276
"842"	"g18259.t3"	10.3079047686227	6.07179749647552	1.51409205543845	4.01019044691919	6.06697926522242e-05	0.00172497920140872	"sp"	"Q8WWI1"	"LMO7_HUMAN"	52.941	136	60	1	97	504	74	205	5.99e-34	147	"sp"	"Q8WWI1"	"LMO7_HUMAN"	52.941	136	60	1	97	504	74	205	5.99e-34	147
"843"	"g18259.t4"	53.2579725368353	3.27589830725	1.03283778986031	3.17174520472674	0.00151525887651562	0.0221117412874316	"sp"	"Q8WWI1"	"LMO7_HUMAN"	52.941	136	60	1	97	504	74	205	8.14e-34	147	"sp"	"Q8WWI1"	"LMO7_HUMAN"	52.941	136	60	1	97	504	74	205	8.14e-34	147
"844"	"g18379.t1"	187.796502739878	-3.28642289728647	0.771615237042783	-4.25914722716168	2.05208281702592e-05	0.000698342005763185	"sp"	"O08623"	"SQSTM_RAT"	32.927	492	251	17	4	1407	3	439	5.26e-57	198	"sp"	"O08623"	"SQSTM_RAT"	32.927	492	251	17	4	1407	3	439	5.26e-57	198
"845"	"g1838.t1"	40.1794190923885	-4.59307745224421	0.946008311118686	-4.85521892171618	1.20253815925893e-06	6.54269835537542e-05	"sp"	"P58295"	"SC6A5_RAT"	46.791	592	291	6	145	1869	186	770	1.16e-161	488	"sp"	"P58295"	"SC6A5_RAT"	46.791	592	291	6	145	1869	186	770	1.16e-161	488
"846"	"g18475.t1"	91.7080200678733	1.64782877219369	0.556854841932179	2.95917113062363	0.00308467750687201	0.0371933618954444	"sp"	"Q0Q028"	"DFP3_ANTMY"	37.791	172	91	6	1	510	1	158	7.9e-26	101	"sp"	"Q0Q028"	"DFP3_ANTMY"	37.791	172	91	6	1	510	1	158	7.9e-26	101
"847"	"g18579.t1"	24.4163249356198	2.55509832061321	0.698381408832498	3.6586001406948	0.000253596649234574	0.00562475111367187	"sp"	"Q9JME2"	"CHSTB_MOUSE"	36.218	312	161	10	523	1434	66	347	1.7e-51	181	"sp"	"Q9JME2"	"CHSTB_MOUSE"	36.218	312	161	10	523	1434	66	347	1.7e-51	181
"848"	"g18749.t1"	40.3972318062278	1.99934927281422	0.578014112051342	3.45899733437067	0.00054219027057494	0.0104011987386083	"sp"	"Q8BTV1"	"TUSC3_MOUSE"	68.942	293	91	0	136	1014	55	347	6.65e-151	431	"sp"	"Q8BTV1"	"TUSC3_MOUSE"	68.942	293	91	0	136	1014	55	347	6.65e-151	431
"849"	"g18757.t1"	212.785937144882	-3.27980772696868	0.529818893089927	-6.1904318055566	5.99996215554734e-10	7.66429948391221e-08	"sp"	"O60879"	"DIAP2_HUMAN"	46.862	478	248	3	1753	3186	622	1093	3.63e-111	376	"sp"	"O60879"	"DIAP2_HUMAN"	46.862	478	248	3	1753	3186	622	1093	3.63e-111	376
"850"	"g18757.t1"	212.785937144882	-3.27980772696868	0.529818893089927	-6.1904318055566	5.99996215554734e-10	7.66429948391221e-08	"sp"	"O60879"	"DIAP2_HUMAN"	46.862	478	248	3	1753	3186	622	1093	3.63e-111	376	"sp"	"O60879"	"DIAP2_HUMAN"	43.556	450	234	6	151	1455	94	538	2.35e-87	309
"851"	"g18757.t1"	212.785937144882	-3.27980772696868	0.529818893089927	-6.1904318055566	5.99996215554734e-10	7.66429948391221e-08	"sp"	"O60879"	"DIAP2_HUMAN"	43.556	450	234	6	151	1455	94	538	2.35e-87	309	"sp"	"O60879"	"DIAP2_HUMAN"	46.862	478	248	3	1753	3186	622	1093	3.63e-111	376
"852"	"g18757.t1"	212.785937144882	-3.27980772696868	0.529818893089927	-6.1904318055566	5.99996215554734e-10	7.66429948391221e-08	"sp"	"O60879"	"DIAP2_HUMAN"	43.556	450	234	6	151	1455	94	538	2.35e-87	309	"sp"	"O60879"	"DIAP2_HUMAN"	43.556	450	234	6	151	1455	94	538	2.35e-87	309
"853"	"g1878.t1"	24.6366376568237	-2.58823122093733	0.679134352291398	-3.81107392403968	0.000138364378822378	0.00343533418293083	"sp"	"P98156"	"VLDLR_MOUSE"	43.403	864	453	14	64	2631	28	863	0	649	"sp"	"P98156"	"VLDLR_MOUSE"	43.403	864	453	14	64	2631	28	863	0	649
"854"	"g18830.t1"	10.4203907466158	6.07068774342797	1.45825383675844	4.1629842421142	3.14115053042161e-05	0.000988789313397718	"sp"	"Q99JT1"	"GATB_MOUSE"	47.213	305	160	1	1	915	253	556	3.18e-97	300	"sp"	"Q99JT1"	"GATB_MOUSE"	47.213	305	160	1	1	915	253	556	3.18e-97	300
"855"	"g18856.t1"	30.6931081289623	3.30389639137091	1.15008746196638	2.87273490115441	0.00406935428669663	0.0459248254583151	"sp"	"Q3ZBV9"	"DHR11_BOVIN"	51.181	254	123	1	1	762	1	253	6.5e-96	285	"sp"	"Q3ZBV9"	"DHR11_BOVIN"	51.181	254	123	1	1	762	1	253	6.5e-96	285
"856"	"g18860.t1"	7.52559891091046	5.63939108244707	1.63618377245447	3.4466733978099	0.000567534230731392	0.0107575198057344	"sp"	"P21328"	"RTJK_DROME"	28.488	344	226	9	1552	2538	434	772	5.76e-25	115	"sp"	"P21328"	"RTJK_DROME"	28.488	344	226	9	1552	2538	434	772	5.76e-25	115
"857"	"g18872.t1"	7.33001309739404	-6.47653613958702	1.35591563626901	-4.77650376347019	1.78369216646806e-06	9.03532342255719e-05	"sp"	"Q17QU7"	"DHR13_BOVIN"	49.502	301	145	4	109	999	16	313	3.05e-73	234	"sp"	"Q17QU7"	"DHR13_BOVIN"	49.502	301	145	4	109	999	16	313	3.05e-73	234
"858"	"g18885.t1"	7.95725943993934	3.80382886450236	1.32809080481022	2.86413312307055	0.00418152234915943	0.0468905063428641	"sp"	"Q6JQN1"	"ACD10_HUMAN"	56.195	1025	424	6	142	3165	43	1059	0	1201	"sp"	"Q6JQN1"	"ACD10_HUMAN"	56.195	1025	424	6	142	3165	43	1059	0	1201
"859"	"g18919.t1"	21.8123451364264	6.14988169447148	1.36757248414791	4.49693289807836	6.89407336789735e-06	0.000283945619928258	"sp"	"Q9GZT4"	"SRR_HUMAN"	44.582	323	176	2	25	987	5	326	7.01e-82	254	"sp"	"Q9GZT4"	"SRR_HUMAN"	44.582	323	176	2	25	987	5	326	7.01e-82	254
"860"	"g190.t1"	396.224086855238	-2.30308513820168	0.616164466148146	-3.73777662415207	0.000185654776916945	0.00441067709904568	"sp"	"O08992"	"SDCB1_MOUSE"	52.288	306	137	5	1	912	1	299	5.28e-104	308	"sp"	"O08992"	"SDCB1_MOUSE"	52.288	306	137	5	1	912	1	299	5.28e-104	308
"861"	"g19014.t2"	44.4765692737253	-1.51515848741983	0.517785283779852	-2.92622933652945	0.00343097910385318	0.0402136300815983	"sp"	"P62262"	"1433E_SHEEP"	58.301	259	97	4	13	774	3	255	1.98e-93	278	"sp"	"P62262"	"1433E_SHEEP"	58.301	259	97	4	13	774	3	255	1.98e-93	278
"862"	"g19045.t1"	21.3966005096386	6.13282799922357	2.03415864202879	3.01492119272807	0.00257046034797816	0.0321818714589198	"sp"	"P06027"	"LECE_HELCR"	43.056	144	75	4	64	480	3	144	1.2e-34	121	"sp"	"P06027"	"LECE_HELCR"	43.056	144	75	4	64	480	3	144	1.2e-34	121
"863"	"g19149.t1"	449.045085060906	-3.43135371766834	0.756865302395439	-4.53363855736059	5.79762045240318e-06	0.000248059352754765	"sp"	"Q9W4K2"	"Y3556_DROME"	25.431	464	269	17	127	1392	167	595	2.04e-22	103	"sp"	"Q9W4K2"	"Y3556_DROME"	25.431	464	269	17	127	1392	167	595	2.04e-22	103
"864"	"g19273.t1"	42.1086767312295	-2.79189393679631	0.791950409435689	-3.52533934389363	0.000422940628063195	0.00870981003679674	"sp"	"Q9TR36"	"PIPNB_BOVIN"	61.029	272	94	5	1	798	1	266	2.08e-112	327	"sp"	"Q9TR36"	"PIPNB_BOVIN"	61.029	272	94	5	1	798	1	266	2.08e-112	327
"865"	"g19277.t2"	9.63999246915717	5.96725866502262	1.48466621331258	4.01925942108462	5.83813609382611e-05	0.00167069258217478	"sp"	"Q9Y6X9"	"MORC2_HUMAN"	57.192	584	217	3	10	1689	6	580	0	660	"sp"	"Q9Y6X9"	"MORC2_HUMAN"	57.192	584	217	3	10	1689	6	580	0	660
"866"	"g19305.t1"	105.020813154398	-3.05228691888654	0.556333019169525	-5.48643854258891	4.10118013631228e-08	3.44264778299585e-06	"sp"	"A3KN83"	"SBNO1_HUMAN"	59.025	1313	463	17	346	4164	79	1356	0	1419	"sp"	"A3KN83"	"SBNO1_HUMAN"	59.025	1313	463	17	346	4164	79	1356	0	1419
"867"	"g1934.t1"	12.8810340196258	-5.38788015345651	1.2403908587006	-4.34369546958829	1.40105699993113e-05	0.000514538183224708	"sp"	"Q06806"	"TIE1_MOUSE"	44.667	300	153	3	1273	2145	832	1127	1.01e-77	274	"sp"	"Q06806"	"TIE1_MOUSE"	44.667	300	153	3	1273	2145	832	1127	1.01e-77	274
"868"	"g19439.t1"	695.408365356904	-4.35875438235029	0.744231937668605	-5.85671503967514	4.72112167438114e-09	4.95380552833278e-07	"sp"	"O77404"	"TYPX_TRYBB"	41.844	141	74	3	22	444	10	142	3.22e-31	112	"sp"	"O77404"	"TYPX_TRYBB"	41.844	141	74	3	22	444	10	142	3.22e-31	112
"869"	"g19440.t1"	60.5326653041142	-3.16791309110063	0.70196378702674	-4.51292951238801	6.39382764359109e-06	0.000265826400238735	"sp"	"Q503L9"	"NXN_DANRE"	41.282	390	209	7	100	1242	36	414	3.96e-99	305	"sp"	"Q503L9"	"NXN_DANRE"	41.282	390	209	7	100	1242	36	414	3.96e-99	305
"870"	"g19440.t1"	60.5326653041142	-3.16791309110063	0.70196378702674	-4.51292951238801	6.39382764359109e-06	0.000265826400238735	"sp"	"Q503L9"	"NXN_DANRE"	41.282	390	209	7	100	1242	36	414	3.96e-99	305	"sp"	"Q503L9"	"NXN_DANRE"	40.602	133	76	2	82	480	176	305	1.38e-28	119
"871"	"g19440.t1"	60.5326653041142	-3.16791309110063	0.70196378702674	-4.51292951238801	6.39382764359109e-06	0.000265826400238735	"sp"	"Q503L9"	"NXN_DANRE"	40.602	133	76	2	82	480	176	305	1.38e-28	119	"sp"	"Q503L9"	"NXN_DANRE"	41.282	390	209	7	100	1242	36	414	3.96e-99	305
"872"	"g19440.t1"	60.5326653041142	-3.16791309110063	0.70196378702674	-4.51292951238801	6.39382764359109e-06	0.000265826400238735	"sp"	"Q503L9"	"NXN_DANRE"	40.602	133	76	2	82	480	176	305	1.38e-28	119	"sp"	"Q503L9"	"NXN_DANRE"	40.602	133	76	2	82	480	176	305	1.38e-28	119
"873"	"g19446.t1"	107.187239102623	-2.12897888309844	0.673821232108011	-3.15956040215304	0.00158007344380935	0.0227933998915476	"sp"	"Q9UH65"	"SWP70_HUMAN"	34.304	309	176	9	31	921	12	305	1.67e-43	169	"sp"	"Q9UH65"	"SWP70_HUMAN"	34.304	309	176	9	31	921	12	305	1.67e-43	169
"874"	"g19447.t1"	57.8386335327985	-2.72219652202439	0.507713864481892	-5.36167458180862	8.24539801384544e-08	6.15889305881641e-06	"sp"	"P00919"	"CAH2_RABIT"	39.313	262	145	9	85	861	5	255	1.97e-51	174	"sp"	"P00919"	"CAH2_RABIT"	39.313	262	145	9	85	861	5	255	1.97e-51	174
"875"	"g19517.t1"	37.4047346330751	-3.36750081109164	0.770259404354923	-4.3719048310898	1.2316721505751e-05	0.000459145903753811	"sp"	"Q05423"	"FABP7_CHICK"	45.455	132	67	3	10	405	5	131	2.43e-29	106	"sp"	"Q05423"	"FABP7_CHICK"	45.455	132	67	3	10	405	5	131	2.43e-29	106
"876"	"g19534.t1"	409.397247832999	-4.02917829559567	0.944815795409304	-4.26451199818287	2.00339579211681e-05	0.000687079008238037	"sp"	"Q9WTR0"	"MMP16_MOUSE"	41.093	494	259	11	103	1509	46	532	1.59e-108	340	"sp"	"Q9WTR0"	"MMP16_MOUSE"	41.093	494	259	11	103	1509	46	532	1.59e-108	340
"877"	"g19541.t1"	56.0476998779525	-4.76959524890017	1.00713337468727	-4.73581292088666	2.18178779037338e-06	0.00010743171834833	"sp"	"Q9ULZ9"	"MMP17_HUMAN"	37.037	486	289	8	103	1536	47	523	1.07e-92	298	"sp"	"Q9ULZ9"	"MMP17_HUMAN"	37.037	486	289	8	103	1536	47	523	1.07e-92	298
"878"	"g19603.t1"	37.7893228884425	-7.37268030332234	1.42853016036423	-5.16102530270873	2.45600978400914e-07	1.55735757095371e-05	"sp"	"O88956"	"PLPP1_CAVPO"	39.051	274	144	5	55	876	14	264	8.12e-56	186	"sp"	"O88956"	"PLPP1_CAVPO"	39.051	274	144	5	55	876	14	264	8.12e-56	186
"879"	"g19636.t1"	31.7299473686485	5.9128302791671	1.26611423258491	4.670060668298	3.01110795362902e-06	0.000138228674496282	"sp"	"O75594"	"PGRP1_HUMAN"	45.113	133	71	2	100	498	25	155	2.29e-33	120	"sp"	"O75594"	"PGRP1_HUMAN"	45.113	133	71	2	100	498	25	155	2.29e-33	120
"880"	"g19644.t1"	17.8101531396136	-3.94259145447082	1.00549316996435	-3.92105244694065	8.81630699600605e-05	0.00238169341398818	"sp"	"O88831"	"KKCC2_RAT"	64.033	367	128	1	802	1890	138	504	6.77e-148	444	"sp"	"O88831"	"KKCC2_RAT"	64.033	367	128	1	802	1890	138	504	6.77e-148	444
"881"	"g19700.t1"	26.3422940427909	-3.05189639086478	0.982360501959726	-3.10669696590662	0.00189190226551784	0.0258530644469369	"sp"	"Q54BU4"	"ABCB1_DICDI"	53.608	582	260	5	562	2298	333	907	0	629	"sp"	"Q54BU4"	"ABCB1_DICDI"	53.608	582	260	5	562	2298	333	907	0	629
"882"	"g19783.t1"	23.1468270056643	-3.08645438894452	1.02495608449414	-3.01130403110668	0.00260128251563906	0.0324295673166092	"sp"	"P53667"	"LIMK1_HUMAN"	49.139	639	260	12	7	1884	28	614	0	590	"sp"	"P53667"	"LIMK1_HUMAN"	49.139	639	260	12	7	1884	28	614	0	590
"883"	"g19837.t1"	72.4497931012537	-1.66273775217707	0.518603965738423	-3.20618017220435	0.001345097387154	0.0202514524303241	"sp"	"Q3MHL7"	"TCPZ_BOVIN"	79.661	531	108	0	1	1593	1	531	0	878	"sp"	"Q3MHL7"	"TCPZ_BOVIN"	79.661	531	108	0	1	1593	1	531	0	878
"884"	"g19841.t1"	83.1120906279698	-3.78411148465373	0.6171137456417	-6.13195138072781	8.68076357414161e-10	1.09303214489263e-07	"sp"	"P00389"	"NCPR_RABIT"	59.172	676	264	5	22	2043	14	679	0	860	"sp"	"P00389"	"NCPR_RABIT"	59.172	676	264	5	22	2043	14	679	0	860
"885"	"g19847.t1"	630.756797115082	-10.6233246135116	1.31358791734865	-8.0872581676556	6.10228314484126e-16	2.44479652902868e-13	"sp"	"O77656"	"MMP13_BOVIN"	42.586	263	125	7	514	1299	24	261	9.66e-50	184	"sp"	"O77656"	"MMP13_BOVIN"	42.586	263	125	7	514	1299	24	261	9.66e-50	184
"886"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225
"887"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245
"888"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204
"889"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206
"890"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225	"sp"	"Q14588"	"ZN234_HUMAN"	38.253	332	171	6	1276	2175	262	591	1.7e-58	214
"891"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225	"sp"	"Q14588"	"ZN234_HUMAN"	39.667	300	155	4	1276	2175	178	451	6.72e-57	209
"892"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225
"893"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245
"894"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204
"895"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206
"896"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245	"sp"	"Q14588"	"ZN234_HUMAN"	38.253	332	171	6	1276	2175	262	591	1.7e-58	214
"897"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245	"sp"	"Q14588"	"ZN234_HUMAN"	39.667	300	155	4	1276	2175	178	451	6.72e-57	209
"898"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225
"899"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245
"900"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204
"901"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206
"902"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204	"sp"	"Q14588"	"ZN234_HUMAN"	38.253	332	171	6	1276	2175	262	591	1.7e-58	214
"903"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204	"sp"	"Q14588"	"ZN234_HUMAN"	39.667	300	155	4	1276	2175	178	451	6.72e-57	209
"904"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225
"905"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245
"906"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206	"sp"	"Q14588"	"ZN234_HUMAN"	37.942	311	177	5	1270	2175	204	507	4.42e-55	204
"907"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206
"908"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206	"sp"	"Q14588"	"ZN234_HUMAN"	38.253	332	171	6	1276	2175	262	591	1.7e-58	214
"909"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	40.559	286	160	6	1336	2175	142	423	1.12e-55	206	"sp"	"Q14588"	"ZN234_HUMAN"	39.667	300	155	4	1276	2175	178	451	6.72e-57	209
"910"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	38.253	332	171	6	1276	2175	262	591	1.7e-58	214	"sp"	"Q14588"	"ZN234_HUMAN"	37.778	360	201	7	1141	2175	324	675	1.13e-62	225
"911"	"g19856.t1"	9.05577200904926	4.12310376255645	1.42025590468474	2.9030710232968	0.00369522824849013	0.0424803276519102	"sp"	"Q14588"	"ZN234_HUMAN"	38.253	332	171	6	1276	2175	262	591	1.7e-58	214	"sp"	"Q14588"	"ZN234_HUMAN"	43.087	311	161	5	1270	2175	316	619	7.54e-70	245
